model_key,threads,layers,units,batch,lr,momentum,decay,step,epochs,train_time_s,best_val_pct,test_acc_pct,model_path,log_path
m234_L1_U256_B128_lr0.1_m0.92_d0.99_s4_T4,4,1,"256",128,0.1,0.92,0.99,4,60,24.3,96.60,95.39,runs/grid_20250929-061848/models/m234_L1_U256_B128_lr0.1_m0.92_d0.99_s4_T4.bin,runs/grid_20250929-061848/logs/m234_L1_U256_B128_lr0.1_m0.92_d0.99_s4_T4.train.log
m235_L1_U256_B128_lr0.1_m0.93_d0.98_s4_T4,4,1,"256",128,0.1,0.93,0.98,4,60,53.5,96.80,95.72,runs/grid_20250929-061848/models/m235_L1_U256_B128_lr0.1_m0.93_d0.98_s4_T4.bin,runs/grid_20250929-061848/logs/m235_L1_U256_B128_lr0.1_m0.93_d0.98_s4_T4.train.log
m236_L1_U256_B128_lr0.1_m0.93_d0.985_s4_T4,4,1,"256",128,0.1,0.93,0.985,4,60,53.3,96.80,95.73,runs/grid_20250929-061848/models/m236_L1_U256_B128_lr0.1_m0.93_d0.985_s4_T4.bin,runs/grid_20250929-061848/logs/m236_L1_U256_B128_lr0.1_m0.93_d0.985_s4_T4.train.log
m237_L1_U256_B128_lr0.1_m0.93_d0.99_s4_T4,4,1,"256",128,0.1,0.93,0.99,4,60,40.3,96.80,95.67,runs/grid_20250929-061848/models/m237_L1_U256_B128_lr0.1_m0.93_d0.99_s4_T4.bin,runs/grid_20250929-061848/logs/m237_L1_U256_B128_lr0.1_m0.93_d0.99_s4_T4.train.log
m238_L1_U256_B128_lr0.1_m0.94_d0.98_s4_T4,4,1,"256",128,0.1,0.94,0.98,4,60,29.3,96.50,95.74,runs/grid_20250929-061848/models/m238_L1_U256_B128_lr0.1_m0.94_d0.98_s4_T4.bin,runs/grid_20250929-061848/logs/m238_L1_U256_B128_lr0.1_m0.94_d0.98_s4_T4.train.log
m239_L1_U256_B128_lr0.1_m0.94_d0.985_s4_T4,4,1,"256",128,0.1,0.94,0.985,4,60,39.1,96.70,95.81,runs/grid_20250929-061848/models/m239_L1_U256_B128_lr0.1_m0.94_d0.985_s4_T4.bin,runs/grid_20250929-061848/logs/m239_L1_U256_B128_lr0.1_m0.94_d0.985_s4_T4.train.log
m240_L1_U256_B128_lr0.1_m0.94_d0.99_s4_T4,4,1,"256",128,0.1,0.94,0.99,4,60,38.7,96.60,95.84,runs/grid_20250929-061848/models/m240_L1_U256_B128_lr0.1_m0.94_d0.99_s4_T4.bin,runs/grid_20250929-061848/logs/m240_L1_U256_B128_lr0.1_m0.94_d0.99_s4_T4.train.log
m241_L1_U256_B256_lr0.1_m0.9_d0.98_s4_T4,4,1,"256",256,0.1,0.9,0.98,4,60,24.8,95.90,94.61,runs/grid_20250929-061848/models/m241_L1_U256_B256_lr0.1_m0.9_d0.98_s4_T4.bin,runs/grid_20250929-061848/logs/m241_L1_U256_B256_lr0.1_m0.9_d0.98_s4_T4.train.log
m242_L1_U256_B256_lr0.1_m0.9_d0.985_s4_T4,4,1,"256",256,0.1,0.9,0.985,4,60,24.6,96.00,94.65,runs/grid_20250929-061848/models/m242_L1_U256_B256_lr0.1_m0.9_d0.985_s4_T4.bin,runs/grid_20250929-061848/logs/m242_L1_U256_B256_lr0.1_m0.9_d0.985_s4_T4.train.log
m243_L1_U256_B256_lr0.1_m0.9_d0.99_s4_T4,4,1,"256",256,0.1,0.9,0.99,4,60,35.8,96.00,95.16,runs/grid_20250929-061848/models/m243_L1_U256_B256_lr0.1_m0.9_d0.99_s4_T4.bin,runs/grid_20250929-061848/logs/m243_L1_U256_B256_lr0.1_m0.9_d0.99_s4_T4.train.log
m244_L1_U256_B256_lr0.1_m0.91_d0.98_s4_T4,4,1,"256",256,0.1,0.91,0.98,4,60,45.2,96.20,95.31,runs/grid_20250929-061848/models/m244_L1_U256_B256_lr0.1_m0.91_d0.98_s4_T4.bin,runs/grid_20250929-061848/logs/m244_L1_U256_B256_lr0.1_m0.91_d0.98_s4_T4.train.log
m245_L1_U256_B256_lr0.1_m0.91_d0.985_s4_T4,4,1,"256",256,0.1,0.91,0.985,4,60,36.7,96.10,95.22,runs/grid_20250929-061848/models/m245_L1_U256_B256_lr0.1_m0.91_d0.985_s4_T4.bin,runs/grid_20250929-061848/logs/m245_L1_U256_B256_lr0.1_m0.91_d0.985_s4_T4.train.log
m246_L1_U256_B256_lr0.1_m0.91_d0.99_s4_T4,4,1,"256",256,0.1,0.91,0.99,4,60,45.1,96.20,95.33,runs/grid_20250929-061848/models/m246_L1_U256_B256_lr0.1_m0.91_d0.99_s4_T4.bin,runs/grid_20250929-061848/logs/m246_L1_U256_B256_lr0.1_m0.91_d0.99_s4_T4.train.log
m247_L1_U256_B256_lr0.1_m0.92_d0.98_s4_T4,4,1,"256",256,0.1,0.92,0.98,4,60,36.6,96.00,95.34,runs/grid_20250929-061848/models/m247_L1_U256_B256_lr0.1_m0.92_d0.98_s4_T4.bin,runs/grid_20250929-061848/logs/m247_L1_U256_B256_lr0.1_m0.92_d0.98_s4_T4.train.log
m248_L1_U256_B256_lr0.1_m0.92_d0.985_s4_T4,4,1,"256",256,0.1,0.92,0.985,4,60,30.1,96.00,95.10,runs/grid_20250929-061848/models/m248_L1_U256_B256_lr0.1_m0.92_d0.985_s4_T4.bin,runs/grid_20250929-061848/logs/m248_L1_U256_B256_lr0.1_m0.92_d0.985_s4_T4.train.log
m249_L1_U256_B256_lr0.1_m0.92_d0.99_s4_T4,4,1,"256",256,0.1,0.92,0.99,4,60,30.4,96.00,95.07,runs/grid_20250929-061848/models/m249_L1_U256_B256_lr0.1_m0.92_d0.99_s4_T4.bin,runs/grid_20250929-061848/logs/m249_L1_U256_B256_lr0.1_m0.92_d0.99_s4_T4.train.log
m250_L1_U256_B256_lr0.1_m0.93_d0.98_s4_T4,4,1,"256",256,0.1,0.93,0.98,4,60,37.8,96.20,95.51,runs/grid_20250929-061848/models/m250_L1_U256_B256_lr0.1_m0.93_d0.98_s4_T4.bin,runs/grid_20250929-061848/logs/m250_L1_U256_B256_lr0.1_m0.93_d0.98_s4_T4.train.log
m251_L1_U256_B256_lr0.1_m0.93_d0.985_s4_T4,4,1,"256",256,0.1,0.93,0.985,4,60,37.2,96.20,95.54,runs/grid_20250929-061848/models/m251_L1_U256_B256_lr0.1_m0.93_d0.985_s4_T4.bin,runs/grid_20250929-061848/logs/m251_L1_U256_B256_lr0.1_m0.93_d0.985_s4_T4.train.log
m252_L1_U256_B256_lr0.1_m0.93_d0.99_s4_T4,4,1,"256",256,0.1,0.93,0.99,4,60,49.2,96.30,95.59,runs/grid_20250929-061848/models/m252_L1_U256_B256_lr0.1_m0.93_d0.99_s4_T4.bin,runs/grid_20250929-061848/logs/m252_L1_U256_B256_lr0.1_m0.93_d0.99_s4_T4.train.log
m253_L1_U256_B256_lr0.1_m0.94_d0.98_s4_T4,4,1,"256",256,0.1,0.94,0.98,4,60,33.0,96.00,95.55,runs/grid_20250929-061848/models/m253_L1_U256_B256_lr0.1_m0.94_d0.98_s4_T4.bin,runs/grid_20250929-061848/logs/m253_L1_U256_B256_lr0.1_m0.94_d0.98_s4_T4.train.log
m254_L1_U256_B256_lr0.1_m0.94_d0.985_s4_T4,4,1,"256",256,0.1,0.94,0.985,4,60,40.0,96.20,95.58,runs/grid_20250929-061848/models/m254_L1_U256_B256_lr0.1_m0.94_d0.985_s4_T4.bin,runs/grid_20250929-061848/logs/m254_L1_U256_B256_lr0.1_m0.94_d0.985_s4_T4.train.log
m255_L1_U256_B256_lr0.1_m0.94_d0.99_s4_T4,4,1,"256",256,0.1,0.94,0.99,4,60,49.7,96.30,95.59,runs/grid_20250929-061848/models/m255_L1_U256_B256_lr0.1_m0.94_d0.99_s4_T4.bin,runs/grid_20250929-061848/logs/m255_L1_U256_B256_lr0.1_m0.94_d0.99_s4_T4.train.log
m256_L1_U256_B512_lr0.1_m0.9_d0.98_s4_T4,4,1,"256",512,0.1,0.9,0.98,4,60,49.5,95.80,94.76,runs/grid_20250929-061848/models/m256_L1_U256_B512_lr0.1_m0.9_d0.98_s4_T4.bin,runs/grid_20250929-061848/logs/m256_L1_U256_B512_lr0.1_m0.9_d0.98_s4_T4.train.log
m257_L1_U256_B512_lr0.1_m0.9_d0.985_s4_T4,4,1,"256",512,0.1,0.9,0.985,4,60,48.5,95.80,94.80,runs/grid_20250929-061848/models/m257_L1_U256_B512_lr0.1_m0.9_d0.985_s4_T4.bin,runs/grid_20250929-061848/logs/m257_L1_U256_B512_lr0.1_m0.9_d0.985_s4_T4.train.log
m258_L1_U256_B512_lr0.1_m0.9_d0.99_s4_T4,4,1,"256",512,0.1,0.9,0.99,4,60,49.3,95.80,94.85,runs/grid_20250929-061848/models/m258_L1_U256_B512_lr0.1_m0.9_d0.99_s4_T4.bin,runs/grid_20250929-061848/logs/m258_L1_U256_B512_lr0.1_m0.9_d0.99_s4_T4.train.log
m259_L1_U256_B512_lr0.1_m0.91_d0.98_s4_T4,4,1,"256",512,0.1,0.91,0.98,4,60,44.0,95.90,94.81,runs/grid_20250929-061848/models/m259_L1_U256_B512_lr0.1_m0.91_d0.98_s4_T4.bin,runs/grid_20250929-061848/logs/m259_L1_U256_B512_lr0.1_m0.91_d0.98_s4_T4.train.log
m260_L1_U256_B512_lr0.1_m0.91_d0.985_s4_T4,4,1,"256",512,0.1,0.91,0.985,4,60,44.6,95.80,94.80,runs/grid_20250929-061848/models/m260_L1_U256_B512_lr0.1_m0.91_d0.985_s4_T4.bin,runs/grid_20250929-061848/logs/m260_L1_U256_B512_lr0.1_m0.91_d0.985_s4_T4.train.log
m261_L1_U256_B512_lr0.1_m0.91_d0.99_s4_T4,4,1,"256",512,0.1,0.91,0.99,4,60,44.2,95.90,94.81,runs/grid_20250929-061848/models/m261_L1_U256_B512_lr0.1_m0.91_d0.99_s4_T4.bin,runs/grid_20250929-061848/logs/m261_L1_U256_B512_lr0.1_m0.91_d0.99_s4_T4.train.log
m262_L1_U256_B512_lr0.1_m0.92_d0.98_s4_T4,4,1,"256",512,0.1,0.92,0.98,4,60,33.6,95.90,94.71,runs/grid_20250929-061848/models/m262_L1_U256_B512_lr0.1_m0.92_d0.98_s4_T4.bin,runs/grid_20250929-061848/logs/m262_L1_U256_B512_lr0.1_m0.92_d0.98_s4_T4.train.log
m263_L1_U256_B512_lr0.1_m0.92_d0.985_s4_T4,4,1,"256",512,0.1,0.92,0.985,4,60,33.2,95.90,94.68,runs/grid_20250929-061848/models/m263_L1_U256_B512_lr0.1_m0.92_d0.985_s4_T4.bin,runs/grid_20250929-061848/logs/m263_L1_U256_B512_lr0.1_m0.92_d0.985_s4_T4.train.log
m264_L1_U256_B512_lr0.1_m0.92_d0.99_s4_T4,4,1,"256",512,0.1,0.92,0.99,4,60,32.6,95.80,94.77,runs/grid_20250929-061848/models/m264_L1_U256_B512_lr0.1_m0.92_d0.99_s4_T4.bin,runs/grid_20250929-061848/logs/m264_L1_U256_B512_lr0.1_m0.92_d0.99_s4_T4.train.log
m265_L1_U256_B512_lr0.1_m0.93_d0.98_s4_T4,4,1,"256",512,0.1,0.93,0.98,4,60,32.7,96.10,94.68,runs/grid_20250929-061848/models/m265_L1_U256_B512_lr0.1_m0.93_d0.98_s4_T4.bin,runs/grid_20250929-061848/logs/m265_L1_U256_B512_lr0.1_m0.93_d0.98_s4_T4.train.log
m266_L1_U256_B512_lr0.1_m0.93_d0.985_s4_T4,4,1,"256",512,0.1,0.93,0.985,4,60,32.7,96.10,94.72,runs/grid_20250929-061848/models/m266_L1_U256_B512_lr0.1_m0.93_d0.985_s4_T4.bin,runs/grid_20250929-061848/logs/m266_L1_U256_B512_lr0.1_m0.93_d0.985_s4_T4.train.log
m267_L1_U256_B512_lr0.1_m0.93_d0.99_s4_T4,4,1,"256",512,0.1,0.93,0.99,4,60,33.2,96.20,94.69,runs/grid_20250929-061848/models/m267_L1_U256_B512_lr0.1_m0.93_d0.99_s4_T4.bin,runs/grid_20250929-061848/logs/m267_L1_U256_B512_lr0.1_m0.93_d0.99_s4_T4.train.log
m268_L1_U256_B512_lr0.1_m0.94_d0.98_s4_T4,4,1,"256",512,0.1,0.94,0.98,4,60,48.6,96.30,95.23,runs/grid_20250929-061848/models/m268_L1_U256_B512_lr0.1_m0.94_d0.98_s4_T4.bin,runs/grid_20250929-061848/logs/m268_L1_U256_B512_lr0.1_m0.94_d0.98_s4_T4.train.log
m269_L1_U256_B512_lr0.1_m0.94_d0.985_s4_T4,4,1,"256",512,0.1,0.94,0.985,4,60,51.9,96.20,95.23,runs/grid_20250929-061848/models/m269_L1_U256_B512_lr0.1_m0.94_d0.985_s4_T4.bin,runs/grid_20250929-061848/logs/m269_L1_U256_B512_lr0.1_m0.94_d0.985_s4_T4.train.log
m270_L1_U256_B512_lr0.1_m0.94_d0.99_s4_T4,4,1,"256",512,0.1,0.94,0.99,4,60,52.6,96.20,95.22,runs/grid_20250929-061848/models/m270_L1_U256_B512_lr0.1_m0.94_d0.99_s4_T4.bin,runs/grid_20250929-061848/logs/m270_L1_U256_B512_lr0.1_m0.94_d0.99_s4_T4.train.log
m271_L1_U64_B128_lr0.1_m0.9_d0.98_s4_T6,6,1,"64",128,0.1,0.9,0.98,4,60,5.0,96.10,94.98,runs/grid_20250929-061848/models/m271_L1_U64_B128_lr0.1_m0.9_d0.98_s4_T6.bin,runs/grid_20250929-061848/logs/m271_L1_U64_B128_lr0.1_m0.9_d0.98_s4_T6.train.log
m272_L1_U64_B128_lr0.1_m0.9_d0.985_s4_T6,6,1,"64",128,0.1,0.9,0.985,4,60,5.0,96.20,94.98,runs/grid_20250929-061848/models/m272_L1_U64_B128_lr0.1_m0.9_d0.985_s4_T6.bin,runs/grid_20250929-061848/logs/m272_L1_U64_B128_lr0.1_m0.9_d0.985_s4_T6.train.log
m273_L1_U64_B128_lr0.1_m0.9_d0.99_s4_T6,6,1,"64",128,0.1,0.9,0.99,4,60,5.1,96.10,95.06,runs/grid_20250929-061848/models/m273_L1_U64_B128_lr0.1_m0.9_d0.99_s4_T6.bin,runs/grid_20250929-061848/logs/m273_L1_U64_B128_lr0.1_m0.9_d0.99_s4_T6.train.log
m274_L1_U64_B128_lr0.1_m0.91_d0.98_s4_T6,6,1,"64",128,0.1,0.91,0.98,4,60,5.0,96.20,94.99,runs/grid_20250929-061848/models/m274_L1_U64_B128_lr0.1_m0.91_d0.98_s4_T6.bin,runs/grid_20250929-061848/logs/m274_L1_U64_B128_lr0.1_m0.91_d0.98_s4_T6.train.log
m275_L1_U64_B128_lr0.1_m0.91_d0.985_s4_T6,6,1,"64",128,0.1,0.91,0.985,4,60,5.0,96.20,94.90,runs/grid_20250929-061848/models/m275_L1_U64_B128_lr0.1_m0.91_d0.985_s4_T6.bin,runs/grid_20250929-061848/logs/m275_L1_U64_B128_lr0.1_m0.91_d0.985_s4_T6.train.log
m276_L1_U64_B128_lr0.1_m0.91_d0.99_s4_T6,6,1,"64",128,0.1,0.91,0.99,4,60,6.9,96.20,95.05,runs/grid_20250929-061848/models/m276_L1_U64_B128_lr0.1_m0.91_d0.99_s4_T6.bin,runs/grid_20250929-061848/logs/m276_L1_U64_B128_lr0.1_m0.91_d0.99_s4_T6.train.log
m277_L1_U64_B128_lr0.1_m0.92_d0.98_s4_T6,6,1,"64",128,0.1,0.92,0.98,4,60,3.2,96.00,94.40,runs/grid_20250929-061848/models/m277_L1_U64_B128_lr0.1_m0.92_d0.98_s4_T6.bin,runs/grid_20250929-061848/logs/m277_L1_U64_B128_lr0.1_m0.92_d0.98_s4_T6.train.log
m278_L1_U64_B128_lr0.1_m0.92_d0.985_s4_T6,6,1,"64",128,0.1,0.92,0.985,4,60,3.2,96.10,94.37,runs/grid_20250929-061848/models/m278_L1_U64_B128_lr0.1_m0.92_d0.985_s4_T6.bin,runs/grid_20250929-061848/logs/m278_L1_U64_B128_lr0.1_m0.92_d0.985_s4_T6.train.log
m279_L1_U64_B128_lr0.1_m0.92_d0.99_s4_T6,6,1,"64",128,0.1,0.92,0.99,4,60,3.3,96.00,94.34,runs/grid_20250929-061848/models/m279_L1_U64_B128_lr0.1_m0.92_d0.99_s4_T6.bin,runs/grid_20250929-061848/logs/m279_L1_U64_B128_lr0.1_m0.92_d0.99_s4_T6.train.log
m280_L1_U64_B128_lr0.1_m0.93_d0.98_s4_T6,6,1,"64",128,0.1,0.93,0.98,4,60,4.4,96.10,94.90,runs/grid_20250929-061848/models/m280_L1_U64_B128_lr0.1_m0.93_d0.98_s4_T6.bin,runs/grid_20250929-061848/logs/m280_L1_U64_B128_lr0.1_m0.93_d0.98_s4_T6.train.log
m281_L1_U64_B128_lr0.1_m0.93_d0.985_s4_T6,6,1,"64",128,0.1,0.93,0.985,4,60,3.9,95.90,94.50,runs/grid_20250929-061848/models/m281_L1_U64_B128_lr0.1_m0.93_d0.985_s4_T6.bin,runs/grid_20250929-061848/logs/m281_L1_U64_B128_lr0.1_m0.93_d0.985_s4_T6.train.log
m282_L1_U64_B128_lr0.1_m0.93_d0.99_s4_T6,6,1,"64",128,0.1,0.93,0.99,4,60,3.5,96.00,94.07,runs/grid_20250929-061848/models/m282_L1_U64_B128_lr0.1_m0.93_d0.99_s4_T6.bin,runs/grid_20250929-061848/logs/m282_L1_U64_B128_lr0.1_m0.93_d0.99_s4_T6.train.log
m283_L1_U64_B128_lr0.1_m0.94_d0.98_s4_T6,6,1,"64",128,0.1,0.94,0.98,4,60,3.3,96.10,94.17,runs/grid_20250929-061848/models/m283_L1_U64_B128_lr0.1_m0.94_d0.98_s4_T6.bin,runs/grid_20250929-061848/logs/m283_L1_U64_B128_lr0.1_m0.94_d0.98_s4_T6.train.log
m284_L1_U64_B128_lr0.1_m0.94_d0.985_s4_T6,6,1,"64",128,0.1,0.94,0.985,4,60,3.3,96.00,94.13,runs/grid_20250929-061848/models/m284_L1_U64_B128_lr0.1_m0.94_d0.985_s4_T6.bin,runs/grid_20250929-061848/logs/m284_L1_U64_B128_lr0.1_m0.94_d0.985_s4_T6.train.log
m285_L1_U64_B128_lr0.1_m0.94_d0.99_s4_T6,6,1,"64",128,0.1,0.94,0.99,4,60,3.3,96.30,94.06,runs/grid_20250929-061848/models/m285_L1_U64_B128_lr0.1_m0.94_d0.99_s4_T6.bin,runs/grid_20250929-061848/logs/m285_L1_U64_B128_lr0.1_m0.94_d0.99_s4_T6.train.log
m286_L1_U64_B256_lr0.1_m0.9_d0.98_s4_T6,6,1,"64",256,0.1,0.9,0.98,4,60,6.6,96.00,94.60,runs/grid_20250929-061848/models/m286_L1_U64_B256_lr0.1_m0.9_d0.98_s4_T6.bin,runs/grid_20250929-061848/logs/m286_L1_U64_B256_lr0.1_m0.9_d0.98_s4_T6.train.log
m287_L1_U64_B256_lr0.1_m0.9_d0.985_s4_T6,6,1,"64",256,0.1,0.9,0.985,4,60,4.9,95.80,94.50,runs/grid_20250929-061848/models/m287_L1_U64_B256_lr0.1_m0.9_d0.985_s4_T6.bin,runs/grid_20250929-061848/logs/m287_L1_U64_B256_lr0.1_m0.9_d0.985_s4_T6.train.log
m288_L1_U64_B256_lr0.1_m0.9_d0.99_s4_T6,6,1,"64",256,0.1,0.9,0.99,4,60,5.4,95.90,94.60,runs/grid_20250929-061848/models/m288_L1_U64_B256_lr0.1_m0.9_d0.99_s4_T6.bin,runs/grid_20250929-061848/logs/m288_L1_U64_B256_lr0.1_m0.9_d0.99_s4_T6.train.log
m289_L1_U64_B256_lr0.1_m0.91_d0.98_s4_T6,6,1,"64",256,0.1,0.91,0.98,4,60,4.2,95.90,94.36,runs/grid_20250929-061848/models/m289_L1_U64_B256_lr0.1_m0.91_d0.98_s4_T6.bin,runs/grid_20250929-061848/logs/m289_L1_U64_B256_lr0.1_m0.91_d0.98_s4_T6.train.log
m290_L1_U64_B256_lr0.1_m0.91_d0.985_s4_T6,6,1,"64",256,0.1,0.91,0.985,4,60,4.3,95.70,94.43,runs/grid_20250929-061848/models/m290_L1_U64_B256_lr0.1_m0.91_d0.985_s4_T6.bin,runs/grid_20250929-061848/logs/m290_L1_U64_B256_lr0.1_m0.91_d0.985_s4_T6.train.log
m291_L1_U64_B256_lr0.1_m0.91_d0.99_s4_T6,6,1,"64",256,0.1,0.91,0.99,4,60,4.4,95.80,94.45,runs/grid_20250929-061848/models/m291_L1_U64_B256_lr0.1_m0.91_d0.99_s4_T6.bin,runs/grid_20250929-061848/logs/m291_L1_U64_B256_lr0.1_m0.91_d0.99_s4_T6.train.log
m292_L1_U64_B256_lr0.1_m0.92_d0.98_s4_T6,6,1,"64",256,0.1,0.92,0.98,4,60,4.0,95.80,94.44,runs/grid_20250929-061848/models/m292_L1_U64_B256_lr0.1_m0.92_d0.98_s4_T6.bin,runs/grid_20250929-061848/logs/m292_L1_U64_B256_lr0.1_m0.92_d0.98_s4_T6.train.log
m293_L1_U64_B256_lr0.1_m0.92_d0.985_s4_T6,6,1,"64",256,0.1,0.92,0.985,4,60,4.3,95.80,94.47,runs/grid_20250929-061848/models/m293_L1_U64_B256_lr0.1_m0.92_d0.985_s4_T6.bin,runs/grid_20250929-061848/logs/m293_L1_U64_B256_lr0.1_m0.92_d0.985_s4_T6.train.log
m294_L1_U64_B256_lr0.1_m0.92_d0.99_s4_T6,6,1,"64",256,0.1,0.92,0.99,4,60,3.9,95.70,94.39,runs/grid_20250929-061848/models/m294_L1_U64_B256_lr0.1_m0.92_d0.99_s4_T6.bin,runs/grid_20250929-061848/logs/m294_L1_U64_B256_lr0.1_m0.92_d0.99_s4_T6.train.log
m295_L1_U64_B256_lr0.1_m0.93_d0.98_s4_T6,6,1,"64",256,0.1,0.93,0.98,4,60,3.8,96.30,94.31,runs/grid_20250929-061848/models/m295_L1_U64_B256_lr0.1_m0.93_d0.98_s4_T6.bin,runs/grid_20250929-061848/logs/m295_L1_U64_B256_lr0.1_m0.93_d0.98_s4_T6.train.log
m296_L1_U64_B256_lr0.1_m0.93_d0.985_s4_T6,6,1,"64",256,0.1,0.93,0.985,4,60,3.7,96.30,94.31,runs/grid_20250929-061848/models/m296_L1_U64_B256_lr0.1_m0.93_d0.985_s4_T6.bin,runs/grid_20250929-061848/logs/m296_L1_U64_B256_lr0.1_m0.93_d0.985_s4_T6.train.log
m297_L1_U64_B256_lr0.1_m0.93_d0.99_s4_T6,6,1,"64",256,0.1,0.93,0.99,4,60,3.7,96.40,94.32,runs/grid_20250929-061848/models/m297_L1_U64_B256_lr0.1_m0.93_d0.99_s4_T6.bin,runs/grid_20250929-061848/logs/m297_L1_U64_B256_lr0.1_m0.93_d0.99_s4_T6.train.log
m298_L1_U64_B256_lr0.1_m0.94_d0.98_s4_T6,6,1,"64",256,0.1,0.94,0.98,4,60,3.7,96.10,94.65,runs/grid_20250929-061848/models/m298_L1_U64_B256_lr0.1_m0.94_d0.98_s4_T6.bin,runs/grid_20250929-061848/logs/m298_L1_U64_B256_lr0.1_m0.94_d0.98_s4_T6.train.log
m299_L1_U64_B256_lr0.1_m0.94_d0.985_s4_T6,6,1,"64",256,0.1,0.94,0.985,4,60,3.7,96.10,94.59,runs/grid_20250929-061848/models/m299_L1_U64_B256_lr0.1_m0.94_d0.985_s4_T6.bin,runs/grid_20250929-061848/logs/m299_L1_U64_B256_lr0.1_m0.94_d0.985_s4_T6.train.log
m300_L1_U64_B256_lr0.1_m0.94_d0.99_s4_T6,6,1,"64",256,0.1,0.94,0.99,4,60,3.7,96.20,94.61,runs/grid_20250929-061848/models/m300_L1_U64_B256_lr0.1_m0.94_d0.99_s4_T6.bin,runs/grid_20250929-061848/logs/m300_L1_U64_B256_lr0.1_m0.94_d0.99_s4_T6.train.log
m301_L1_U64_B512_lr0.1_m0.9_d0.98_s4_T6,6,1,"64",512,0.1,0.9,0.98,4,60,4.6,95.50,93.63,runs/grid_20250929-061848/models/m301_L1_U64_B512_lr0.1_m0.9_d0.98_s4_T6.bin,runs/grid_20250929-061848/logs/m301_L1_U64_B512_lr0.1_m0.9_d0.98_s4_T6.train.log
m302_L1_U64_B512_lr0.1_m0.9_d0.985_s4_T6,6,1,"64",512,0.1,0.9,0.985,4,60,4.5,95.50,93.59,runs/grid_20250929-061848/models/m302_L1_U64_B512_lr0.1_m0.9_d0.985_s4_T6.bin,runs/grid_20250929-061848/logs/m302_L1_U64_B512_lr0.1_m0.9_d0.985_s4_T6.train.log
m303_L1_U64_B512_lr0.1_m0.9_d0.99_s4_T6,6,1,"64",512,0.1,0.9,0.99,4,60,4.5,95.50,93.64,runs/grid_20250929-061848/models/m303_L1_U64_B512_lr0.1_m0.9_d0.99_s4_T6.bin,runs/grid_20250929-061848/logs/m303_L1_U64_B512_lr0.1_m0.9_d0.99_s4_T6.train.log
m304_L1_U64_B512_lr0.1_m0.91_d0.98_s4_T6,6,1,"64",512,0.1,0.91,0.98,4,60,4.6,95.50,93.63,runs/grid_20250929-061848/models/m304_L1_U64_B512_lr0.1_m0.91_d0.98_s4_T6.bin,runs/grid_20250929-061848/logs/m304_L1_U64_B512_lr0.1_m0.91_d0.98_s4_T6.train.log
m305_L1_U64_B512_lr0.1_m0.91_d0.985_s4_T6,6,1,"64",512,0.1,0.91,0.985,4,60,4.6,95.50,93.64,runs/grid_20250929-061848/models/m305_L1_U64_B512_lr0.1_m0.91_d0.985_s4_T6.bin,runs/grid_20250929-061848/logs/m305_L1_U64_B512_lr0.1_m0.91_d0.985_s4_T6.train.log
m306_L1_U64_B512_lr0.1_m0.91_d0.99_s4_T6,6,1,"64",512,0.1,0.91,0.99,4,60,4.6,95.60,93.69,runs/grid_20250929-061848/models/m306_L1_U64_B512_lr0.1_m0.91_d0.99_s4_T6.bin,runs/grid_20250929-061848/logs/m306_L1_U64_B512_lr0.1_m0.91_d0.99_s4_T6.train.log
m307_L1_U64_B512_lr0.1_m0.92_d0.98_s4_T6,6,1,"64",512,0.1,0.92,0.98,4,60,4.2,95.50,93.85,runs/grid_20250929-061848/models/m307_L1_U64_B512_lr0.1_m0.92_d0.98_s4_T6.bin,runs/grid_20250929-061848/logs/m307_L1_U64_B512_lr0.1_m0.92_d0.98_s4_T6.train.log
m308_L1_U64_B512_lr0.1_m0.92_d0.985_s4_T6,6,1,"64",512,0.1,0.92,0.985,4,60,4.2,95.50,93.84,runs/grid_20250929-061848/models/m308_L1_U64_B512_lr0.1_m0.92_d0.985_s4_T6.bin,runs/grid_20250929-061848/logs/m308_L1_U64_B512_lr0.1_m0.92_d0.985_s4_T6.train.log
m309_L1_U64_B512_lr0.1_m0.92_d0.99_s4_T6,6,1,"64",512,0.1,0.92,0.99,4,60,4.3,95.60,93.79,runs/grid_20250929-061848/models/m309_L1_U64_B512_lr0.1_m0.92_d0.99_s4_T6.bin,runs/grid_20250929-061848/logs/m309_L1_U64_B512_lr0.1_m0.92_d0.99_s4_T6.train.log
m310_L1_U64_B512_lr0.1_m0.93_d0.98_s4_T6,6,1,"64",512,0.1,0.93,0.98,4,60,4.1,95.50,94.15,runs/grid_20250929-061848/models/m310_L1_U64_B512_lr0.1_m0.93_d0.98_s4_T6.bin,runs/grid_20250929-061848/logs/m310_L1_U64_B512_lr0.1_m0.93_d0.98_s4_T6.train.log
m311_L1_U64_B512_lr0.1_m0.93_d0.985_s4_T6,6,1,"64",512,0.1,0.93,0.985,4,60,4.1,95.40,94.08,runs/grid_20250929-061848/models/m311_L1_U64_B512_lr0.1_m0.93_d0.985_s4_T6.bin,runs/grid_20250929-061848/logs/m311_L1_U64_B512_lr0.1_m0.93_d0.985_s4_T6.train.log
