model_key,threads,layers,units,batch,lr,momentum,decay,step,epochs,train_time_s,best_val_pct,test_acc_pct,model_path,log_path
m526_L1_U256_B512_lr0.1_m0.9_d0.98_s4_T8,8,1,"256",512,0.1,0.9,0.98,4,60,34.7,95.80,94.77,runs/grid_20250929-061848/models/m526_L1_U256_B512_lr0.1_m0.9_d0.98_s4_T8.bin,runs/grid_20250929-061848/logs/m526_L1_U256_B512_lr0.1_m0.9_d0.98_s4_T8.train.log
m527_L1_U256_B512_lr0.1_m0.9_d0.985_s4_T8,8,1,"256",512,0.1,0.9,0.985,4,60,34.5,95.80,94.80,runs/grid_20250929-061848/models/m527_L1_U256_B512_lr0.1_m0.9_d0.985_s4_T8.bin,runs/grid_20250929-061848/logs/m527_L1_U256_B512_lr0.1_m0.9_d0.985_s4_T8.train.log
m528_L1_U256_B512_lr0.1_m0.9_d0.99_s4_T8,8,1,"256",512,0.1,0.9,0.99,4,60,32.7,95.80,94.78,runs/grid_20250929-061848/models/m528_L1_U256_B512_lr0.1_m0.9_d0.99_s4_T8.bin,runs/grid_20250929-061848/logs/m528_L1_U256_B512_lr0.1_m0.9_d0.99_s4_T8.train.log
m529_L1_U256_B512_lr0.1_m0.91_d0.98_s4_T8,8,1,"256",512,0.1,0.91,0.98,4,60,31.7,95.90,94.79,runs/grid_20250929-061848/models/m529_L1_U256_B512_lr0.1_m0.91_d0.98_s4_T8.bin,runs/grid_20250929-061848/logs/m529_L1_U256_B512_lr0.1_m0.91_d0.98_s4_T8.train.log
m530_L1_U256_B512_lr0.1_m0.91_d0.985_s4_T8,8,1,"256",512,0.1,0.91,0.985,4,60,33.1,95.80,94.78,runs/grid_20250929-061848/models/m530_L1_U256_B512_lr0.1_m0.91_d0.985_s4_T8.bin,runs/grid_20250929-061848/logs/m530_L1_U256_B512_lr0.1_m0.91_d0.985_s4_T8.train.log
m531_L1_U256_B512_lr0.1_m0.91_d0.99_s4_T8,8,1,"256",512,0.1,0.91,0.99,4,60,30.3,95.90,94.81,runs/grid_20250929-061848/models/m531_L1_U256_B512_lr0.1_m0.91_d0.99_s4_T8.bin,runs/grid_20250929-061848/logs/m531_L1_U256_B512_lr0.1_m0.91_d0.99_s4_T8.train.log
m532_L1_U256_B512_lr0.1_m0.92_d0.98_s4_T8,8,1,"256",512,0.1,0.92,0.98,4,60,29.6,95.90,95.03,runs/grid_20250929-061848/models/m532_L1_U256_B512_lr0.1_m0.92_d0.98_s4_T8.bin,runs/grid_20250929-061848/logs/m532_L1_U256_B512_lr0.1_m0.92_d0.98_s4_T8.train.log
m533_L1_U256_B512_lr0.1_m0.92_d0.985_s4_T8,8,1,"256",512,0.1,0.92,0.985,4,60,30.4,95.90,95.03,runs/grid_20250929-061848/models/m533_L1_U256_B512_lr0.1_m0.92_d0.985_s4_T8.bin,runs/grid_20250929-061848/logs/m533_L1_U256_B512_lr0.1_m0.92_d0.985_s4_T8.train.log
m534_L1_U256_B512_lr0.1_m0.92_d0.99_s4_T8,8,1,"256",512,0.1,0.92,0.99,4,60,23.6,95.80,94.74,runs/grid_20250929-061848/models/m534_L1_U256_B512_lr0.1_m0.92_d0.99_s4_T8.bin,runs/grid_20250929-061848/logs/m534_L1_U256_B512_lr0.1_m0.92_d0.99_s4_T8.train.log
m535_L1_U256_B512_lr0.1_m0.93_d0.98_s4_T8,8,1,"256",512,0.1,0.93,0.98,4,60,23.1,96.10,94.70,runs/grid_20250929-061848/models/m535_L1_U256_B512_lr0.1_m0.93_d0.98_s4_T8.bin,runs/grid_20250929-061848/logs/m535_L1_U256_B512_lr0.1_m0.93_d0.98_s4_T8.train.log
m536_L1_U256_B512_lr0.1_m0.93_d0.985_s4_T8,8,1,"256",512,0.1,0.93,0.985,4,60,23.3,96.00,94.71,runs/grid_20250929-061848/models/m536_L1_U256_B512_lr0.1_m0.93_d0.985_s4_T8.bin,runs/grid_20250929-061848/logs/m536_L1_U256_B512_lr0.1_m0.93_d0.985_s4_T8.train.log
m537_L1_U256_B512_lr0.1_m0.93_d0.99_s4_T8,8,1,"256",512,0.1,0.93,0.99,4,60,23.3,96.20,94.68,runs/grid_20250929-061848/models/m537_L1_U256_B512_lr0.1_m0.93_d0.99_s4_T8.bin,runs/grid_20250929-061848/logs/m537_L1_U256_B512_lr0.1_m0.93_d0.99_s4_T8.train.log
m538_L1_U256_B512_lr0.1_m0.94_d0.98_s4_T8,8,1,"256",512,0.1,0.94,0.98,4,60,33.3,96.30,95.26,runs/grid_20250929-061848/models/m538_L1_U256_B512_lr0.1_m0.94_d0.98_s4_T8.bin,runs/grid_20250929-061848/logs/m538_L1_U256_B512_lr0.1_m0.94_d0.98_s4_T8.train.log
m539_L1_U256_B512_lr0.1_m0.94_d0.985_s4_T8,8,1,"256",512,0.1,0.94,0.985,4,60,22.7,96.20,94.87,runs/grid_20250929-061848/models/m539_L1_U256_B512_lr0.1_m0.94_d0.985_s4_T8.bin,runs/grid_20250929-061848/logs/m539_L1_U256_B512_lr0.1_m0.94_d0.985_s4_T8.train.log
m540_L1_U256_B512_lr0.1_m0.94_d0.99_s4_T8,8,1,"256",512,0.1,0.94,0.99,4,60,33.7,96.20,95.22,runs/grid_20250929-061848/models/m540_L1_U256_B512_lr0.1_m0.94_d0.99_s4_T8.bin,runs/grid_20250929-061848/logs/m540_L1_U256_B512_lr0.1_m0.94_d0.99_s4_T8.train.log
m541_L1_U64_B128_lr0.1_m0.9_d0.98_s4_T10,10,1,"64",128,0.1,0.9,0.98,4,60,4.8,96.20,94.98,runs/grid_20250929-061848/models/m541_L1_U64_B128_lr0.1_m0.9_d0.98_s4_T10.bin,runs/grid_20250929-061848/logs/m541_L1_U64_B128_lr0.1_m0.9_d0.98_s4_T10.train.log
m542_L1_U64_B128_lr0.1_m0.9_d0.985_s4_T10,10,1,"64",128,0.1,0.9,0.985,4,60,4.9,96.20,94.98,runs/grid_20250929-061848/models/m542_L1_U64_B128_lr0.1_m0.9_d0.985_s4_T10.bin,runs/grid_20250929-061848/logs/m542_L1_U64_B128_lr0.1_m0.9_d0.985_s4_T10.train.log
m543_L1_U64_B128_lr0.1_m0.9_d0.99_s4_T10,10,1,"64",128,0.1,0.9,0.99,4,60,4.8,96.10,95.06,runs/grid_20250929-061848/models/m543_L1_U64_B128_lr0.1_m0.9_d0.99_s4_T10.bin,runs/grid_20250929-061848/logs/m543_L1_U64_B128_lr0.1_m0.9_d0.99_s4_T10.train.log
m544_L1_U64_B128_lr0.1_m0.91_d0.98_s4_T10,10,1,"64",128,0.1,0.91,0.98,4,60,4.9,96.20,94.99,runs/grid_20250929-061848/models/m544_L1_U64_B128_lr0.1_m0.91_d0.98_s4_T10.bin,runs/grid_20250929-061848/logs/m544_L1_U64_B128_lr0.1_m0.91_d0.98_s4_T10.train.log
m545_L1_U64_B128_lr0.1_m0.91_d0.985_s4_T10,10,1,"64",128,0.1,0.91,0.985,4,60,4.9,96.20,94.90,runs/grid_20250929-061848/models/m545_L1_U64_B128_lr0.1_m0.91_d0.985_s4_T10.bin,runs/grid_20250929-061848/logs/m545_L1_U64_B128_lr0.1_m0.91_d0.985_s4_T10.train.log
m546_L1_U64_B128_lr0.1_m0.91_d0.99_s4_T10,10,1,"64",128,0.1,0.91,0.99,4,60,6.7,96.20,95.05,runs/grid_20250929-061848/models/m546_L1_U64_B128_lr0.1_m0.91_d0.99_s4_T10.bin,runs/grid_20250929-061848/logs/m546_L1_U64_B128_lr0.1_m0.91_d0.99_s4_T10.train.log
m547_L1_U64_B128_lr0.1_m0.92_d0.98_s4_T10,10,1,"64",128,0.1,0.92,0.98,4,60,3.1,96.00,94.40,runs/grid_20250929-061848/models/m547_L1_U64_B128_lr0.1_m0.92_d0.98_s4_T10.bin,runs/grid_20250929-061848/logs/m547_L1_U64_B128_lr0.1_m0.92_d0.98_s4_T10.train.log
m548_L1_U64_B128_lr0.1_m0.92_d0.985_s4_T10,10,1,"64",128,0.1,0.92,0.985,4,60,3.2,96.10,94.37,runs/grid_20250929-061848/models/m548_L1_U64_B128_lr0.1_m0.92_d0.985_s4_T10.bin,runs/grid_20250929-061848/logs/m548_L1_U64_B128_lr0.1_m0.92_d0.985_s4_T10.train.log
m549_L1_U64_B128_lr0.1_m0.92_d0.99_s4_T10,10,1,"64",128,0.1,0.92,0.99,4,60,3.2,96.00,94.34,runs/grid_20250929-061848/models/m549_L1_U64_B128_lr0.1_m0.92_d0.99_s4_T10.bin,runs/grid_20250929-061848/logs/m549_L1_U64_B128_lr0.1_m0.92_d0.99_s4_T10.train.log
m550_L1_U64_B128_lr0.1_m0.93_d0.98_s4_T10,10,1,"64",128,0.1,0.93,0.98,4,60,4.4,96.10,94.90,runs/grid_20250929-061848/models/m550_L1_U64_B128_lr0.1_m0.93_d0.98_s4_T10.bin,runs/grid_20250929-061848/logs/m550_L1_U64_B128_lr0.1_m0.93_d0.98_s4_T10.train.log
m551_L1_U64_B128_lr0.1_m0.93_d0.985_s4_T10,10,1,"64",128,0.1,0.93,0.985,4,60,3.7,95.90,94.50,runs/grid_20250929-061848/models/m551_L1_U64_B128_lr0.1_m0.93_d0.985_s4_T10.bin,runs/grid_20250929-061848/logs/m551_L1_U64_B128_lr0.1_m0.93_d0.985_s4_T10.train.log
m552_L1_U64_B128_lr0.1_m0.93_d0.99_s4_T10,10,1,"64",128,0.1,0.93,0.99,4,60,3.3,96.00,94.07,runs/grid_20250929-061848/models/m552_L1_U64_B128_lr0.1_m0.93_d0.99_s4_T10.bin,runs/grid_20250929-061848/logs/m552_L1_U64_B128_lr0.1_m0.93_d0.99_s4_T10.train.log
m553_L1_U64_B128_lr0.1_m0.94_d0.98_s4_T10,10,1,"64",128,0.1,0.94,0.98,4,60,3.2,96.20,94.09,runs/grid_20250929-061848/models/m553_L1_U64_B128_lr0.1_m0.94_d0.98_s4_T10.bin,runs/grid_20250929-061848/logs/m553_L1_U64_B128_lr0.1_m0.94_d0.98_s4_T10.train.log
m554_L1_U64_B128_lr0.1_m0.94_d0.985_s4_T10,10,1,"64",128,0.1,0.94,0.985,4,60,3.2,96.40,94.20,runs/grid_20250929-061848/models/m554_L1_U64_B128_lr0.1_m0.94_d0.985_s4_T10.bin,runs/grid_20250929-061848/logs/m554_L1_U64_B128_lr0.1_m0.94_d0.985_s4_T10.train.log
m555_L1_U64_B128_lr0.1_m0.94_d0.99_s4_T10,10,1,"64",128,0.1,0.94,0.99,4,60,3.1,96.40,94.26,runs/grid_20250929-061848/models/m555_L1_U64_B128_lr0.1_m0.94_d0.99_s4_T10.bin,runs/grid_20250929-061848/logs/m555_L1_U64_B128_lr0.1_m0.94_d0.99_s4_T10.train.log
m556_L1_U64_B256_lr0.1_m0.9_d0.98_s4_T10,10,1,"64",256,0.1,0.9,0.98,4,60,5.6,95.90,94.63,runs/grid_20250929-061848/models/m556_L1_U64_B256_lr0.1_m0.9_d0.98_s4_T10.bin,runs/grid_20250929-061848/logs/m556_L1_U64_B256_lr0.1_m0.9_d0.98_s4_T10.train.log
m557_L1_U64_B256_lr0.1_m0.9_d0.985_s4_T10,10,1,"64",256,0.1,0.9,0.985,4,60,4.2,95.80,94.50,runs/grid_20250929-061848/models/m557_L1_U64_B256_lr0.1_m0.9_d0.985_s4_T10.bin,runs/grid_20250929-061848/logs/m557_L1_U64_B256_lr0.1_m0.9_d0.985_s4_T10.train.log
m558_L1_U64_B256_lr0.1_m0.9_d0.99_s4_T10,10,1,"64",256,0.1,0.9,0.99,4,60,4.6,95.90,94.60,runs/grid_20250929-061848/models/m558_L1_U64_B256_lr0.1_m0.9_d0.99_s4_T10.bin,runs/grid_20250929-061848/logs/m558_L1_U64_B256_lr0.1_m0.9_d0.99_s4_T10.train.log
m559_L1_U64_B256_lr0.1_m0.91_d0.98_s4_T10,10,1,"64",256,0.1,0.91,0.98,4,60,3.4,95.80,94.23,runs/grid_20250929-061848/models/m559_L1_U64_B256_lr0.1_m0.91_d0.98_s4_T10.bin,runs/grid_20250929-061848/logs/m559_L1_U64_B256_lr0.1_m0.91_d0.98_s4_T10.train.log
m560_L1_U64_B256_lr0.1_m0.91_d0.985_s4_T10,10,1,"64",256,0.1,0.91,0.985,4,60,3.7,95.70,94.37,runs/grid_20250929-061848/models/m560_L1_U64_B256_lr0.1_m0.91_d0.985_s4_T10.bin,runs/grid_20250929-061848/logs/m560_L1_U64_B256_lr0.1_m0.91_d0.985_s4_T10.train.log
m561_L1_U64_B256_lr0.1_m0.91_d0.99_s4_T10,10,1,"64",256,0.1,0.91,0.99,4,60,3.7,95.80,94.45,runs/grid_20250929-061848/models/m561_L1_U64_B256_lr0.1_m0.91_d0.99_s4_T10.bin,runs/grid_20250929-061848/logs/m561_L1_U64_B256_lr0.1_m0.91_d0.99_s4_T10.train.log
m562_L1_U64_B256_lr0.1_m0.92_d0.98_s4_T10,10,1,"64",256,0.1,0.92,0.98,4,60,3.3,95.80,94.44,runs/grid_20250929-061848/models/m562_L1_U64_B256_lr0.1_m0.92_d0.98_s4_T10.bin,runs/grid_20250929-061848/logs/m562_L1_U64_B256_lr0.1_m0.92_d0.98_s4_T10.train.log
m563_L1_U64_B256_lr0.1_m0.92_d0.985_s4_T10,10,1,"64",256,0.1,0.92,0.985,4,60,3.4,95.80,94.44,runs/grid_20250929-061848/models/m563_L1_U64_B256_lr0.1_m0.92_d0.985_s4_T10.bin,runs/grid_20250929-061848/logs/m563_L1_U64_B256_lr0.1_m0.92_d0.985_s4_T10.train.log
m564_L1_U64_B256_lr0.1_m0.92_d0.99_s4_T10,10,1,"64",256,0.1,0.92,0.99,4,60,3.4,95.70,94.39,runs/grid_20250929-061848/models/m564_L1_U64_B256_lr0.1_m0.92_d0.99_s4_T10.bin,runs/grid_20250929-061848/logs/m564_L1_U64_B256_lr0.1_m0.92_d0.99_s4_T10.train.log
m565_L1_U64_B256_lr0.1_m0.93_d0.98_s4_T10,10,1,"64",256,0.1,0.93,0.98,4,60,3.2,96.30,94.31,runs/grid_20250929-061848/models/m565_L1_U64_B256_lr0.1_m0.93_d0.98_s4_T10.bin,runs/grid_20250929-061848/logs/m565_L1_U64_B256_lr0.1_m0.93_d0.98_s4_T10.train.log
m566_L1_U64_B256_lr0.1_m0.93_d0.985_s4_T10,10,1,"64",256,0.1,0.93,0.985,4,60,3.2,96.30,94.31,runs/grid_20250929-061848/models/m566_L1_U64_B256_lr0.1_m0.93_d0.985_s4_T10.bin,runs/grid_20250929-061848/logs/m566_L1_U64_B256_lr0.1_m0.93_d0.985_s4_T10.train.log
m567_L1_U64_B256_lr0.1_m0.93_d0.99_s4_T10,10,1,"64",256,0.1,0.93,0.99,4,60,3.2,96.40,94.32,runs/grid_20250929-061848/models/m567_L1_U64_B256_lr0.1_m0.93_d0.99_s4_T10.bin,runs/grid_20250929-061848/logs/m567_L1_U64_B256_lr0.1_m0.93_d0.99_s4_T10.train.log
m568_L1_U64_B256_lr0.1_m0.94_d0.98_s4_T10,10,1,"64",256,0.1,0.94,0.98,4,60,3.2,96.10,94.65,runs/grid_20250929-061848/models/m568_L1_U64_B256_lr0.1_m0.94_d0.98_s4_T10.bin,runs/grid_20250929-061848/logs/m568_L1_U64_B256_lr0.1_m0.94_d0.98_s4_T10.train.log
m569_L1_U64_B256_lr0.1_m0.94_d0.985_s4_T10,10,1,"64",256,0.1,0.94,0.985,4,60,3.2,96.10,94.59,runs/grid_20250929-061848/models/m569_L1_U64_B256_lr0.1_m0.94_d0.985_s4_T10.bin,runs/grid_20250929-061848/logs/m569_L1_U64_B256_lr0.1_m0.94_d0.985_s4_T10.train.log
m570_L1_U64_B256_lr0.1_m0.94_d0.99_s4_T10,10,1,"64",256,0.1,0.94,0.99,4,60,3.2,96.20,94.61,runs/grid_20250929-061848/models/m570_L1_U64_B256_lr0.1_m0.94_d0.99_s4_T10.bin,runs/grid_20250929-061848/logs/m570_L1_U64_B256_lr0.1_m0.94_d0.99_s4_T10.train.log
m571_L1_U64_B512_lr0.1_m0.9_d0.98_s4_T10,10,1,"64",512,0.1,0.9,0.98,4,60,3.6,95.50,93.63,runs/grid_20250929-061848/models/m571_L1_U64_B512_lr0.1_m0.9_d0.98_s4_T10.bin,runs/grid_20250929-061848/logs/m571_L1_U64_B512_lr0.1_m0.9_d0.98_s4_T10.train.log
m572_L1_U64_B512_lr0.1_m0.9_d0.985_s4_T10,10,1,"64",512,0.1,0.9,0.985,4,60,3.6,95.50,93.59,runs/grid_20250929-061848/models/m572_L1_U64_B512_lr0.1_m0.9_d0.985_s4_T10.bin,runs/grid_20250929-061848/logs/m572_L1_U64_B512_lr0.1_m0.9_d0.985_s4_T10.train.log
m573_L1_U64_B512_lr0.1_m0.9_d0.99_s4_T10,10,1,"64",512,0.1,0.9,0.99,4,60,3.6,95.50,93.64,runs/grid_20250929-061848/models/m573_L1_U64_B512_lr0.1_m0.9_d0.99_s4_T10.bin,runs/grid_20250929-061848/logs/m573_L1_U64_B512_lr0.1_m0.9_d0.99_s4_T10.train.log
m574_L1_U64_B512_lr0.1_m0.91_d0.98_s4_T10,10,1,"64",512,0.1,0.91,0.98,4,60,3.6,95.50,93.63,runs/grid_20250929-061848/models/m574_L1_U64_B512_lr0.1_m0.91_d0.98_s4_T10.bin,runs/grid_20250929-061848/logs/m574_L1_U64_B512_lr0.1_m0.91_d0.98_s4_T10.train.log
m575_L1_U64_B512_lr0.1_m0.91_d0.985_s4_T10,10,1,"64",512,0.1,0.91,0.985,4,60,3.6,95.50,93.64,runs/grid_20250929-061848/models/m575_L1_U64_B512_lr0.1_m0.91_d0.985_s4_T10.bin,runs/grid_20250929-061848/logs/m575_L1_U64_B512_lr0.1_m0.91_d0.985_s4_T10.train.log
m576_L1_U64_B512_lr0.1_m0.91_d0.99_s4_T10,10,1,"64",512,0.1,0.91,0.99,4,60,3.6,95.60,93.69,runs/grid_20250929-061848/models/m576_L1_U64_B512_lr0.1_m0.91_d0.99_s4_T10.bin,runs/grid_20250929-061848/logs/m576_L1_U64_B512_lr0.1_m0.91_d0.99_s4_T10.train.log
m577_L1_U64_B512_lr0.1_m0.92_d0.98_s4_T10,10,1,"64",512,0.1,0.92,0.98,4,60,3.4,95.50,93.85,runs/grid_20250929-061848/models/m577_L1_U64_B512_lr0.1_m0.92_d0.98_s4_T10.bin,runs/grid_20250929-061848/logs/m577_L1_U64_B512_lr0.1_m0.92_d0.98_s4_T10.train.log
m578_L1_U64_B512_lr0.1_m0.92_d0.985_s4_T10,10,1,"64",512,0.1,0.92,0.985,4,60,3.4,95.50,93.84,runs/grid_20250929-061848/models/m578_L1_U64_B512_lr0.1_m0.92_d0.985_s4_T10.bin,runs/grid_20250929-061848/logs/m578_L1_U64_B512_lr0.1_m0.92_d0.985_s4_T10.train.log
m579_L1_U64_B512_lr0.1_m0.92_d0.99_s4_T10,10,1,"64",512,0.1,0.92,0.99,4,60,3.6,95.60,93.79,runs/grid_20250929-061848/models/m579_L1_U64_B512_lr0.1_m0.92_d0.99_s4_T10.bin,runs/grid_20250929-061848/logs/m579_L1_U64_B512_lr0.1_m0.92_d0.99_s4_T10.train.log
m580_L1_U64_B512_lr0.1_m0.93_d0.98_s4_T10,10,1,"64",512,0.1,0.93,0.98,4,60,3.4,95.50,94.15,runs/grid_20250929-061848/models/m580_L1_U64_B512_lr0.1_m0.93_d0.98_s4_T10.bin,runs/grid_20250929-061848/logs/m580_L1_U64_B512_lr0.1_m0.93_d0.98_s4_T10.train.log
m581_L1_U64_B512_lr0.1_m0.93_d0.985_s4_T10,10,1,"64",512,0.1,0.93,0.985,4,60,3.3,95.40,94.08,runs/grid_20250929-061848/models/m581_L1_U64_B512_lr0.1_m0.93_d0.985_s4_T10.bin,runs/grid_20250929-061848/logs/m581_L1_U64_B512_lr0.1_m0.93_d0.985_s4_T10.train.log
m582_L1_U64_B512_lr0.1_m0.93_d0.99_s4_T10,10,1,"64",512,0.1,0.93,0.99,4,60,3.3,95.50,94.10,runs/grid_20250929-061848/models/m582_L1_U64_B512_lr0.1_m0.93_d0.99_s4_T10.bin,runs/grid_20250929-061848/logs/m582_L1_U64_B512_lr0.1_m0.93_d0.99_s4_T10.train.log
m583_L1_U64_B512_lr0.1_m0.94_d0.98_s4_T10,10,1,"64",512,0.1,0.94,0.98,4,60,3.3,95.60,94.13,runs/grid_20250929-061848/models/m583_L1_U64_B512_lr0.1_m0.94_d0.98_s4_T10.bin,runs/grid_20250929-061848/logs/m583_L1_U64_B512_lr0.1_m0.94_d0.98_s4_T10.train.log
m584_L1_U64_B512_lr0.1_m0.94_d0.985_s4_T10,10,1,"64",512,0.1,0.94,0.985,4,60,3.7,95.80,93.98,runs/grid_20250929-061848/models/m584_L1_U64_B512_lr0.1_m0.94_d0.985_s4_T10.bin,runs/grid_20250929-061848/logs/m584_L1_U64_B512_lr0.1_m0.94_d0.985_s4_T10.train.log
m585_L1_U64_B512_lr0.1_m0.94_d0.99_s4_T10,10,1,"64",512,0.1,0.94,0.99,4,60,3.3,95.60,94.12,runs/grid_20250929-061848/models/m585_L1_U64_B512_lr0.1_m0.94_d0.99_s4_T10.bin,runs/grid_20250929-061848/logs/m585_L1_U64_B512_lr0.1_m0.94_d0.99_s4_T10.train.log
m586_L1_U128_B128_lr0.1_m0.9_d0.98_s4_T10,10,1,"128",128,0.1,0.9,0.98,4,60,8.9,96.70,95.31,runs/grid_20250929-061848/models/m586_L1_U128_B128_lr0.1_m0.9_d0.98_s4_T10.bin,runs/grid_20250929-061848/logs/m586_L1_U128_B128_lr0.1_m0.9_d0.98_s4_T10.train.log
m587_L1_U128_B128_lr0.1_m0.9_d0.985_s4_T10,10,1,"128",128,0.1,0.9,0.985,4,60,8.9,96.60,95.28,runs/grid_20250929-061848/models/m587_L1_U128_B128_lr0.1_m0.9_d0.985_s4_T10.bin,runs/grid_20250929-061848/logs/m587_L1_U128_B128_lr0.1_m0.9_d0.985_s4_T10.train.log
m588_L1_U128_B128_lr0.1_m0.9_d0.99_s4_T10,10,1,"128",128,0.1,0.9,0.99,4,60,9.1,96.50,95.26,runs/grid_20250929-061848/models/m588_L1_U128_B128_lr0.1_m0.9_d0.99_s4_T10.bin,runs/grid_20250929-061848/logs/m588_L1_U128_B128_lr0.1_m0.9_d0.99_s4_T10.train.log
m589_L1_U128_B128_lr0.1_m0.91_d0.98_s4_T10,10,1,"128",128,0.1,0.91,0.98,4,60,9.4,96.90,95.19,runs/grid_20250929-061848/models/m589_L1_U128_B128_lr0.1_m0.91_d0.98_s4_T10.bin,runs/grid_20250929-061848/logs/m589_L1_U128_B128_lr0.1_m0.91_d0.98_s4_T10.train.log
m590_L1_U128_B128_lr0.1_m0.91_d0.985_s4_T10,10,1,"128",128,0.1,0.91,0.985,4,60,8.9,96.90,95.11,runs/grid_20250929-061848/models/m590_L1_U128_B128_lr0.1_m0.91_d0.985_s4_T10.bin,runs/grid_20250929-061848/logs/m590_L1_U128_B128_lr0.1_m0.91_d0.985_s4_T10.train.log
m591_L1_U128_B128_lr0.1_m0.91_d0.99_s4_T10,10,1,"128",128,0.1,0.91,0.99,4,60,9.1,96.90,95.23,runs/grid_20250929-061848/models/m591_L1_U128_B128_lr0.1_m0.91_d0.99_s4_T10.bin,runs/grid_20250929-061848/logs/m591_L1_U128_B128_lr0.1_m0.91_d0.99_s4_T10.train.log
m592_L1_U128_B128_lr0.1_m0.92_d0.98_s4_T10,10,1,"128",128,0.1,0.92,0.98,4,60,8.8,97.20,95.08,runs/grid_20250929-061848/models/m592_L1_U128_B128_lr0.1_m0.92_d0.98_s4_T10.bin,runs/grid_20250929-061848/logs/m592_L1_U128_B128_lr0.1_m0.92_d0.98_s4_T10.train.log
m593_L1_U128_B128_lr0.1_m0.92_d0.985_s4_T10,10,1,"128",128,0.1,0.92,0.985,4,60,9.6,97.20,95.04,runs/grid_20250929-061848/models/m593_L1_U128_B128_lr0.1_m0.92_d0.985_s4_T10.bin,runs/grid_20250929-061848/logs/m593_L1_U128_B128_lr0.1_m0.92_d0.985_s4_T10.train.log
m594_L1_U128_B128_lr0.1_m0.92_d0.99_s4_T10,10,1,"128",128,0.1,0.92,0.99,4,60,8.7,97.20,95.07,runs/grid_20250929-061848/models/m594_L1_U128_B128_lr0.1_m0.92_d0.99_s4_T10.bin,runs/grid_20250929-061848/logs/m594_L1_U128_B128_lr0.1_m0.92_d0.99_s4_T10.train.log
m595_L1_U128_B128_lr0.1_m0.93_d0.98_s4_T10,10,1,"128",128,0.1,0.93,0.98,4,60,9.0,97.30,95.28,runs/grid_20250929-061848/models/m595_L1_U128_B128_lr0.1_m0.93_d0.98_s4_T10.bin,runs/grid_20250929-061848/logs/m595_L1_U128_B128_lr0.1_m0.93_d0.98_s4_T10.train.log
m596_L1_U128_B128_lr0.1_m0.93_d0.985_s4_T10,10,1,"128",128,0.1,0.93,0.985,4,60,9.0,97.30,95.24,runs/grid_20250929-061848/models/m596_L1_U128_B128_lr0.1_m0.93_d0.985_s4_T10.bin,runs/grid_20250929-061848/logs/m596_L1_U128_B128_lr0.1_m0.93_d0.985_s4_T10.train.log
m597_L1_U128_B128_lr0.1_m0.93_d0.99_s4_T10,10,1,"128",128,0.1,0.93,0.99,4,60,9.0,97.20,95.09,runs/grid_20250929-061848/models/m597_L1_U128_B128_lr0.1_m0.93_d0.99_s4_T10.bin,runs/grid_20250929-061848/logs/m597_L1_U128_B128_lr0.1_m0.93_d0.99_s4_T10.train.log
m598_L1_U128_B128_lr0.1_m0.94_d0.98_s4_T10,10,1,"128",128,0.1,0.94,0.98,4,60,9.5,96.80,95.41,runs/grid_20250929-061848/models/m598_L1_U128_B128_lr0.1_m0.94_d0.98_s4_T10.bin,runs/grid_20250929-061848/logs/m598_L1_U128_B128_lr0.1_m0.94_d0.98_s4_T10.train.log
m599_L1_U128_B128_lr0.1_m0.94_d0.985_s4_T10,10,1,"128",128,0.1,0.94,0.985,4,60,7.7,96.60,94.93,runs/grid_20250929-061848/models/m599_L1_U128_B128_lr0.1_m0.94_d0.985_s4_T10.bin,runs/grid_20250929-061848/logs/m599_L1_U128_B128_lr0.1_m0.94_d0.985_s4_T10.train.log
m600_L1_U128_B128_lr0.1_m0.94_d0.99_s4_T10,10,1,"128",128,0.1,0.94,0.99,4,60,9.1,96.90,95.28,runs/grid_20250929-061848/models/m600_L1_U128_B128_lr0.1_m0.94_d0.99_s4_T10.bin,runs/grid_20250929-061848/logs/m600_L1_U128_B128_lr0.1_m0.94_d0.99_s4_T10.train.log
m601_L1_U128_B256_lr0.1_m0.9_d0.98_s4_T10,10,1,"128",256,0.1,0.9,0.98,4,60,8.9,96.10,94.74,runs/grid_20250929-061848/models/m601_L1_U128_B256_lr0.1_m0.9_d0.98_s4_T10.bin,runs/grid_20250929-061848/logs/m601_L1_U128_B256_lr0.1_m0.9_d0.98_s4_T10.train.log
m602_L1_U128_B256_lr0.1_m0.9_d0.985_s4_T10,10,1,"128",256,0.1,0.9,0.985,4,60,9.7,96.20,94.75,runs/grid_20250929-061848/models/m602_L1_U128_B256_lr0.1_m0.9_d0.985_s4_T10.bin,runs/grid_20250929-061848/logs/m602_L1_U128_B256_lr0.1_m0.9_d0.985_s4_T10.train.log
m603_L1_U128_B256_lr0.1_m0.9_d0.99_s4_T10,10,1,"128",256,0.1,0.9,0.99,4,60,8.8,96.20,94.83,runs/grid_20250929-061848/models/m603_L1_U128_B256_lr0.1_m0.9_d0.99_s4_T10.bin,runs/grid_20250929-061848/logs/m603_L1_U128_B256_lr0.1_m0.9_d0.99_s4_T10.train.log
