model_key,threads,layers,units,batch,lr,momentum,decay,step,epochs,train_time_s,best_val_pct,test_acc_pct,model_path,log_path
m78_L1_U128_B128_lr0.025_m0.0_d0.99_s4_T8,8,1,"128",128,0.025,0.0,0.99,4,60,24.4,94.20,92.24,runs/grid_20250929-142217/models/m78_L1_U128_B128_lr0.025_m0.0_d0.99_s4_T8.bin,runs/grid_20250929-142217/logs/m78_L1_U128_B128_lr0.025_m0.0_d0.99_s4_T8.train.log
m79_L1_U128_B128_lr0.025_m0.9_d0.9_s4_T8,8,1,"128",128,0.025,0.9,0.9,4,60,25.5,96.00,94.48,runs/grid_20250929-142217/models/m79_L1_U128_B128_lr0.025_m0.9_d0.9_s4_T8.bin,runs/grid_20250929-142217/logs/m79_L1_U128_B128_lr0.025_m0.9_d0.9_s4_T8.train.log
m80_L1_U128_B128_lr0.025_m0.9_d0.95_s4_T8,8,1,"128",128,0.025,0.9,0.95,4,60,22.3,96.20,94.60,runs/grid_20250929-142217/models/m80_L1_U128_B128_lr0.025_m0.9_d0.95_s4_T8.bin,runs/grid_20250929-142217/logs/m80_L1_U128_B128_lr0.025_m0.9_d0.95_s4_T8.train.log
m81_L1_U128_B128_lr0.025_m0.9_d0.99_s4_T8,8,1,"128",128,0.025,0.9,0.99,4,60,18.1,96.20,94.61,runs/grid_20250929-142217/models/m81_L1_U128_B128_lr0.025_m0.9_d0.99_s4_T8.bin,runs/grid_20250929-142217/logs/m81_L1_U128_B128_lr0.025_m0.9_d0.99_s4_T8.train.log
m82_L1_U128_B128_lr0.025_m0.92_d0.9_s4_T8,8,1,"128",128,0.025,0.92,0.9,4,60,14.2,95.80,94.32,runs/grid_20250929-142217/models/m82_L1_U128_B128_lr0.025_m0.92_d0.9_s4_T8.bin,runs/grid_20250929-142217/logs/m82_L1_U128_B128_lr0.025_m0.92_d0.9_s4_T8.train.log
m83_L1_U128_B128_lr0.025_m0.92_d0.95_s4_T8,8,1,"128",128,0.025,0.92,0.95,4,60,21.2,96.10,94.74,runs/grid_20250929-142217/models/m83_L1_U128_B128_lr0.025_m0.92_d0.95_s4_T8.bin,runs/grid_20250929-142217/logs/m83_L1_U128_B128_lr0.025_m0.92_d0.95_s4_T8.train.log
m84_L1_U128_B128_lr0.025_m0.92_d0.99_s4_T8,8,1,"128",128,0.025,0.92,0.99,4,60,21.0,96.10,94.90,runs/grid_20250929-142217/models/m84_L1_U128_B128_lr0.025_m0.92_d0.99_s4_T8.bin,runs/grid_20250929-142217/logs/m84_L1_U128_B128_lr0.025_m0.92_d0.99_s4_T8.train.log
m85_L1_U128_B128_lr0.025_m0.94_d0.9_s4_T8,8,1,"128",128,0.025,0.94,0.9,4,60,12.0,95.70,94.46,runs/grid_20250929-142217/models/m85_L1_U128_B128_lr0.025_m0.94_d0.9_s4_T8.bin,runs/grid_20250929-142217/logs/m85_L1_U128_B128_lr0.025_m0.94_d0.9_s4_T8.train.log
m86_L1_U128_B128_lr0.025_m0.94_d0.95_s4_T8,8,1,"128",128,0.025,0.94,0.95,4,60,11.1,96.00,94.20,runs/grid_20250929-142217/models/m86_L1_U128_B128_lr0.025_m0.94_d0.95_s4_T8.bin,runs/grid_20250929-142217/logs/m86_L1_U128_B128_lr0.025_m0.94_d0.95_s4_T8.train.log
m87_L1_U128_B128_lr0.025_m0.94_d0.99_s4_T8,8,1,"128",128,0.025,0.94,0.99,4,60,12.1,96.00,94.59,runs/grid_20250929-142217/models/m87_L1_U128_B128_lr0.025_m0.94_d0.99_s4_T8.bin,runs/grid_20250929-142217/logs/m87_L1_U128_B128_lr0.025_m0.94_d0.99_s4_T8.train.log
m88_L1_U128_B128_lr0.025_m0.96_d0.9_s4_T8,8,1,"128",128,0.025,0.96,0.9,4,60,18.0,95.90,95.16,runs/grid_20250929-142217/models/m88_L1_U128_B128_lr0.025_m0.96_d0.9_s4_T8.bin,runs/grid_20250929-142217/logs/m88_L1_U128_B128_lr0.025_m0.96_d0.9_s4_T8.train.log
m89_L1_U128_B128_lr0.025_m0.96_d0.95_s4_T8,8,1,"128",128,0.025,0.96,0.95,4,60,9.9,96.10,94.75,runs/grid_20250929-142217/models/m89_L1_U128_B128_lr0.025_m0.96_d0.95_s4_T8.bin,runs/grid_20250929-142217/logs/m89_L1_U128_B128_lr0.025_m0.96_d0.95_s4_T8.train.log
m90_L1_U128_B128_lr0.025_m0.96_d0.99_s4_T8,8,1,"128",128,0.025,0.96,0.99,4,60,9.3,96.10,94.67,runs/grid_20250929-142217/models/m90_L1_U128_B128_lr0.025_m0.96_d0.99_s4_T8.bin,runs/grid_20250929-142217/logs/m90_L1_U128_B128_lr0.025_m0.96_d0.99_s4_T8.train.log
m91_L1_U128_B128_lr0.05_m0.0_d0.9_s4_T8,8,1,"128",128,0.05,0.0,0.9,4,60,15.3,94.30,92.13,runs/grid_20250929-142217/models/m91_L1_U128_B128_lr0.05_m0.0_d0.9_s4_T8.bin,runs/grid_20250929-142217/logs/m91_L1_U128_B128_lr0.05_m0.0_d0.9_s4_T8.train.log
m92_L1_U128_B128_lr0.05_m0.0_d0.95_s4_T8,8,1,"128",128,0.05,0.0,0.95,4,60,14.3,94.60,92.37,runs/grid_20250929-142217/models/m92_L1_U128_B128_lr0.05_m0.0_d0.95_s4_T8.bin,runs/grid_20250929-142217/logs/m92_L1_U128_B128_lr0.05_m0.0_d0.95_s4_T8.train.log
m93_L1_U128_B128_lr0.05_m0.0_d0.99_s4_T8,8,1,"128",128,0.05,0.0,0.99,4,60,14.9,94.60,92.44,runs/grid_20250929-142217/models/m93_L1_U128_B128_lr0.05_m0.0_d0.99_s4_T8.bin,runs/grid_20250929-142217/logs/m93_L1_U128_B128_lr0.05_m0.0_d0.99_s4_T8.train.log
m94_L1_U128_B128_lr0.05_m0.9_d0.9_s4_T8,8,1,"128",128,0.05,0.9,0.9,4,60,12.3,96.10,94.67,runs/grid_20250929-142217/models/m94_L1_U128_B128_lr0.05_m0.9_d0.9_s4_T8.bin,runs/grid_20250929-142217/logs/m94_L1_U128_B128_lr0.05_m0.9_d0.9_s4_T8.train.log
m95_L1_U128_B128_lr0.05_m0.9_d0.95_s4_T8,8,1,"128",128,0.05,0.9,0.95,4,60,11.0,96.10,94.61,runs/grid_20250929-142217/models/m95_L1_U128_B128_lr0.05_m0.9_d0.95_s4_T8.bin,runs/grid_20250929-142217/logs/m95_L1_U128_B128_lr0.05_m0.9_d0.95_s4_T8.train.log
m96_L1_U128_B128_lr0.05_m0.9_d0.99_s4_T8,8,1,"128",128,0.05,0.9,0.99,4,60,10.9,96.00,94.68,runs/grid_20250929-142217/models/m96_L1_U128_B128_lr0.05_m0.9_d0.99_s4_T8.bin,runs/grid_20250929-142217/logs/m96_L1_U128_B128_lr0.05_m0.9_d0.99_s4_T8.train.log
m97_L1_U128_B128_lr0.05_m0.92_d0.9_s4_T8,8,1,"128",128,0.05,0.92,0.9,4,60,14.0,95.90,95.13,runs/grid_20250929-142217/models/m97_L1_U128_B128_lr0.05_m0.92_d0.9_s4_T8.bin,runs/grid_20250929-142217/logs/m97_L1_U128_B128_lr0.05_m0.92_d0.9_s4_T8.train.log
m98_L1_U128_B128_lr0.05_m0.92_d0.95_s4_T8,8,1,"128",128,0.05,0.92,0.95,4,60,14.1,96.00,95.24,runs/grid_20250929-142217/models/m98_L1_U128_B128_lr0.05_m0.92_d0.95_s4_T8.bin,runs/grid_20250929-142217/logs/m98_L1_U128_B128_lr0.05_m0.92_d0.95_s4_T8.train.log
m99_L1_U128_B128_lr0.05_m0.92_d0.99_s4_T8,8,1,"128",128,0.05,0.92,0.99,4,60,14.2,96.10,95.30,runs/grid_20250929-142217/models/m99_L1_U128_B128_lr0.05_m0.92_d0.99_s4_T8.bin,runs/grid_20250929-142217/logs/m99_L1_U128_B128_lr0.05_m0.92_d0.99_s4_T8.train.log
m100_L1_U128_B128_lr0.05_m0.94_d0.9_s4_T8,8,1,"128",128,0.05,0.94,0.9,4,60,13.5,96.30,95.23,runs/grid_20250929-142217/models/m100_L1_U128_B128_lr0.05_m0.94_d0.9_s4_T8.bin,runs/grid_20250929-142217/logs/m100_L1_U128_B128_lr0.05_m0.94_d0.9_s4_T8.train.log
m101_L1_U128_B128_lr0.05_m0.94_d0.95_s4_T8,8,1,"128",128,0.05,0.94,0.95,4,60,13.7,96.30,95.36,runs/grid_20250929-142217/models/m101_L1_U128_B128_lr0.05_m0.94_d0.95_s4_T8.bin,runs/grid_20250929-142217/logs/m101_L1_U128_B128_lr0.05_m0.94_d0.95_s4_T8.train.log
m102_L1_U128_B128_lr0.05_m0.94_d0.99_s4_T8,8,1,"128",128,0.05,0.94,0.99,4,60,9.5,96.20,94.86,runs/grid_20250929-142217/models/m102_L1_U128_B128_lr0.05_m0.94_d0.99_s4_T8.bin,runs/grid_20250929-142217/logs/m102_L1_U128_B128_lr0.05_m0.94_d0.99_s4_T8.train.log
m103_L1_U128_B128_lr0.05_m0.96_d0.9_s4_T8,8,1,"128",128,0.05,0.96,0.9,4,60,7.9,96.30,94.83,runs/grid_20250929-142217/models/m103_L1_U128_B128_lr0.05_m0.96_d0.9_s4_T8.bin,runs/grid_20250929-142217/logs/m103_L1_U128_B128_lr0.05_m0.96_d0.9_s4_T8.train.log
m104_L1_U128_B128_lr0.05_m0.96_d0.95_s4_T8,8,1,"128",128,0.05,0.96,0.95,4,60,7.3,96.30,94.81,runs/grid_20250929-142217/models/m104_L1_U128_B128_lr0.05_m0.96_d0.95_s4_T8.bin,runs/grid_20250929-142217/logs/m104_L1_U128_B128_lr0.05_m0.96_d0.95_s4_T8.train.log
m105_L1_U128_B128_lr0.05_m0.96_d0.99_s4_T8,8,1,"128",128,0.05,0.96,0.99,4,60,7.3,96.40,94.79,runs/grid_20250929-142217/models/m105_L1_U128_B128_lr0.05_m0.96_d0.99_s4_T8.bin,runs/grid_20250929-142217/logs/m105_L1_U128_B128_lr0.05_m0.96_d0.99_s4_T8.train.log
m106_L1_U128_B128_lr0.075_m0.0_d0.9_s4_T8,8,1,"128",128,0.075,0.0,0.9,4,60,14.2,94.60,92.73,runs/grid_20250929-142217/models/m106_L1_U128_B128_lr0.075_m0.0_d0.9_s4_T8.bin,runs/grid_20250929-142217/logs/m106_L1_U128_B128_lr0.075_m0.0_d0.9_s4_T8.train.log
m107_L1_U128_B128_lr0.075_m0.0_d0.95_s4_T8,8,1,"128",128,0.075,0.0,0.95,4,60,24.6,95.20,93.55,runs/grid_20250929-142217/models/m107_L1_U128_B128_lr0.075_m0.0_d0.95_s4_T8.bin,runs/grid_20250929-142217/logs/m107_L1_U128_B128_lr0.075_m0.0_d0.95_s4_T8.train.log
m108_L1_U128_B128_lr0.075_m0.0_d0.99_s4_T8,8,1,"128",128,0.075,0.0,0.99,4,60,23.3,95.30,93.75,runs/grid_20250929-142217/models/m108_L1_U128_B128_lr0.075_m0.0_d0.99_s4_T8.bin,runs/grid_20250929-142217/logs/m108_L1_U128_B128_lr0.075_m0.0_d0.99_s4_T8.train.log
m109_L1_U128_B128_lr0.075_m0.9_d0.9_s4_T8,8,1,"128",128,0.075,0.9,0.9,4,60,15.6,96.10,95.36,runs/grid_20250929-142217/models/m109_L1_U128_B128_lr0.075_m0.9_d0.9_s4_T8.bin,runs/grid_20250929-142217/logs/m109_L1_U128_B128_lr0.075_m0.9_d0.9_s4_T8.train.log
m110_L1_U128_B128_lr0.075_m0.9_d0.95_s4_T8,8,1,"128",128,0.075,0.9,0.95,4,60,9.1,96.00,94.92,runs/grid_20250929-142217/models/m110_L1_U128_B128_lr0.075_m0.9_d0.95_s4_T8.bin,runs/grid_20250929-142217/logs/m110_L1_U128_B128_lr0.075_m0.9_d0.95_s4_T8.train.log
m111_L1_U128_B128_lr0.075_m0.9_d0.99_s4_T8,8,1,"128",128,0.075,0.9,0.99,4,60,14.4,96.10,95.36,runs/grid_20250929-142217/models/m111_L1_U128_B128_lr0.075_m0.9_d0.99_s4_T8.bin,runs/grid_20250929-142217/logs/m111_L1_U128_B128_lr0.075_m0.9_d0.99_s4_T8.train.log
m112_L1_U128_B128_lr0.075_m0.92_d0.9_s4_T8,8,1,"128",128,0.075,0.92,0.9,4,60,9.4,96.40,95.18,runs/grid_20250929-142217/models/m112_L1_U128_B128_lr0.075_m0.92_d0.9_s4_T8.bin,runs/grid_20250929-142217/logs/m112_L1_U128_B128_lr0.075_m0.92_d0.9_s4_T8.train.log
m113_L1_U128_B128_lr0.075_m0.92_d0.95_s4_T8,8,1,"128",128,0.075,0.92,0.95,4,60,9.4,96.30,95.27,runs/grid_20250929-142217/models/m113_L1_U128_B128_lr0.075_m0.92_d0.95_s4_T8.bin,runs/grid_20250929-142217/logs/m113_L1_U128_B128_lr0.075_m0.92_d0.95_s4_T8.train.log
m114_L1_U128_B128_lr0.075_m0.92_d0.99_s4_T8,8,1,"128",128,0.075,0.92,0.99,4,60,9.6,96.30,94.95,runs/grid_20250929-142217/models/m114_L1_U128_B128_lr0.075_m0.92_d0.99_s4_T8.bin,runs/grid_20250929-142217/logs/m114_L1_U128_B128_lr0.075_m0.92_d0.99_s4_T8.train.log
m115_L1_U128_B128_lr0.075_m0.94_d0.9_s4_T8,8,1,"128",128,0.075,0.94,0.9,4,60,7.9,96.70,94.70,runs/grid_20250929-142217/models/m115_L1_U128_B128_lr0.075_m0.94_d0.9_s4_T8.bin,runs/grid_20250929-142217/logs/m115_L1_U128_B128_lr0.075_m0.94_d0.9_s4_T8.train.log
m116_L1_U128_B128_lr0.075_m0.94_d0.95_s4_T8,8,1,"128",128,0.075,0.94,0.95,4,60,7.6,96.60,94.60,runs/grid_20250929-142217/models/m116_L1_U128_B128_lr0.075_m0.94_d0.95_s4_T8.bin,runs/grid_20250929-142217/logs/m116_L1_U128_B128_lr0.075_m0.94_d0.95_s4_T8.train.log
m117_L1_U128_B128_lr0.075_m0.94_d0.99_s4_T8,8,1,"128",128,0.075,0.94,0.99,4,60,8.1,96.60,94.66,runs/grid_20250929-142217/models/m117_L1_U128_B128_lr0.075_m0.94_d0.99_s4_T8.bin,runs/grid_20250929-142217/logs/m117_L1_U128_B128_lr0.075_m0.94_d0.99_s4_T8.train.log
m118_L1_U128_B128_lr0.075_m0.96_d0.9_s4_T8,8,1,"128",128,0.075,0.96,0.9,4,60,10.1,96.50,95.43,runs/grid_20250929-142217/models/m118_L1_U128_B128_lr0.075_m0.96_d0.9_s4_T8.bin,runs/grid_20250929-142217/logs/m118_L1_U128_B128_lr0.075_m0.96_d0.9_s4_T8.train.log
m119_L1_U128_B128_lr0.075_m0.96_d0.95_s4_T8,8,1,"128",128,0.075,0.96,0.95,4,60,10.0,96.50,95.21,runs/grid_20250929-142217/models/m119_L1_U128_B128_lr0.075_m0.96_d0.95_s4_T8.bin,runs/grid_20250929-142217/logs/m119_L1_U128_B128_lr0.075_m0.96_d0.95_s4_T8.train.log
m120_L1_U128_B128_lr0.075_m0.96_d0.99_s4_T8,8,1,"128",128,0.075,0.96,0.99,4,60,10.0,96.50,95.08,runs/grid_20250929-142217/models/m120_L1_U128_B128_lr0.075_m0.96_d0.99_s4_T8.bin,runs/grid_20250929-142217/logs/m120_L1_U128_B128_lr0.075_m0.96_d0.99_s4_T8.train.log
m121_L1_U128_B128_lr0.1_m0.0_d0.9_s4_T8,8,1,"128",128,0.1,0.0,0.9,4,60,25.4,95.20,93.53,runs/grid_20250929-142217/models/m121_L1_U128_B128_lr0.1_m0.0_d0.9_s4_T8.bin,runs/grid_20250929-142217/logs/m121_L1_U128_B128_lr0.1_m0.0_d0.9_s4_T8.train.log
m122_L1_U128_B128_lr0.1_m0.0_d0.95_s4_T8,8,1,"128",128,0.1,0.0,0.95,4,60,17.1,94.90,93.29,runs/grid_20250929-142217/models/m122_L1_U128_B128_lr0.1_m0.0_d0.95_s4_T8.bin,runs/grid_20250929-142217/logs/m122_L1_U128_B128_lr0.1_m0.0_d0.95_s4_T8.train.log
m123_L1_U128_B128_lr0.1_m0.0_d0.99_s4_T8,8,1,"128",128,0.1,0.0,0.99,4,60,22.6,95.70,93.71,runs/grid_20250929-142217/models/m123_L1_U128_B128_lr0.1_m0.0_d0.99_s4_T8.bin,runs/grid_20250929-142217/logs/m123_L1_U128_B128_lr0.1_m0.0_d0.99_s4_T8.train.log
m124_L1_U128_B128_lr0.1_m0.9_d0.9_s4_T8,8,1,"128",128,0.1,0.9,0.9,4,60,9.2,96.50,95.19,runs/grid_20250929-142217/models/m124_L1_U128_B128_lr0.1_m0.9_d0.9_s4_T8.bin,runs/grid_20250929-142217/logs/m124_L1_U128_B128_lr0.1_m0.9_d0.9_s4_T8.train.log
m125_L1_U128_B128_lr0.1_m0.9_d0.95_s4_T8,8,1,"128",128,0.1,0.9,0.95,4,60,9.2,96.40,95.26,runs/grid_20250929-142217/models/m125_L1_U128_B128_lr0.1_m0.9_d0.95_s4_T8.bin,runs/grid_20250929-142217/logs/m125_L1_U128_B128_lr0.1_m0.9_d0.95_s4_T8.train.log
m126_L1_U128_B128_lr0.1_m0.9_d0.99_s4_T8,8,1,"128",128,0.1,0.9,0.99,4,60,9.3,96.50,95.26,runs/grid_20250929-142217/models/m126_L1_U128_B128_lr0.1_m0.9_d0.99_s4_T8.bin,runs/grid_20250929-142217/logs/m126_L1_U128_B128_lr0.1_m0.9_d0.99_s4_T8.train.log
m127_L1_U128_B128_lr0.1_m0.92_d0.9_s4_T8,8,1,"128",128,0.1,0.92,0.9,4,60,9.2,97.00,95.33,runs/grid_20250929-142217/models/m127_L1_U128_B128_lr0.1_m0.92_d0.9_s4_T8.bin,runs/grid_20250929-142217/logs/m127_L1_U128_B128_lr0.1_m0.92_d0.9_s4_T8.train.log
m128_L1_U128_B128_lr0.1_m0.92_d0.95_s4_T8,8,1,"128",128,0.1,0.92,0.95,4,60,9.5,97.30,95.16,runs/grid_20250929-142217/models/m128_L1_U128_B128_lr0.1_m0.92_d0.95_s4_T8.bin,runs/grid_20250929-142217/logs/m128_L1_U128_B128_lr0.1_m0.92_d0.95_s4_T8.train.log
m129_L1_U128_B128_lr0.1_m0.92_d0.99_s4_T8,8,1,"128",128,0.1,0.92,0.99,4,60,9.5,97.20,95.07,runs/grid_20250929-142217/models/m129_L1_U128_B128_lr0.1_m0.92_d0.99_s4_T8.bin,runs/grid_20250929-142217/logs/m129_L1_U128_B128_lr0.1_m0.92_d0.99_s4_T8.train.log
m130_L1_U128_B128_lr0.1_m0.94_d0.9_s4_T8,8,1,"128",128,0.1,0.94,0.9,4,60,7.9,96.90,94.75,runs/grid_20250929-142217/models/m130_L1_U128_B128_lr0.1_m0.94_d0.9_s4_T8.bin,runs/grid_20250929-142217/logs/m130_L1_U128_B128_lr0.1_m0.94_d0.9_s4_T8.train.log
m131_L1_U128_B128_lr0.1_m0.94_d0.95_s4_T8,8,1,"128",128,0.1,0.94,0.95,4,60,9.5,96.90,95.56,runs/grid_20250929-142217/models/m131_L1_U128_B128_lr0.1_m0.94_d0.95_s4_T8.bin,runs/grid_20250929-142217/logs/m131_L1_U128_B128_lr0.1_m0.94_d0.95_s4_T8.train.log
m132_L1_U128_B128_lr0.1_m0.94_d0.99_s4_T8,8,1,"128",128,0.1,0.94,0.99,4,60,9.4,96.90,95.28,runs/grid_20250929-142217/models/m132_L1_U128_B128_lr0.1_m0.94_d0.99_s4_T8.bin,runs/grid_20250929-142217/logs/m132_L1_U128_B128_lr0.1_m0.94_d0.99_s4_T8.train.log
m133_L1_U128_B128_lr0.1_m0.96_d0.9_s4_T8,8,1,"128",128,0.1,0.96,0.9,4,60,9.6,96.80,95.17,runs/grid_20250929-142217/models/m133_L1_U128_B128_lr0.1_m0.96_d0.9_s4_T8.bin,runs/grid_20250929-142217/logs/m133_L1_U128_B128_lr0.1_m0.96_d0.9_s4_T8.train.log
m134_L1_U128_B128_lr0.1_m0.96_d0.95_s4_T8,8,1,"128",128,0.1,0.96,0.95,4,60,9.4,96.40,95.22,runs/grid_20250929-142217/models/m134_L1_U128_B128_lr0.1_m0.96_d0.95_s4_T8.bin,runs/grid_20250929-142217/logs/m134_L1_U128_B128_lr0.1_m0.96_d0.95_s4_T8.train.log
m135_L1_U128_B128_lr0.1_m0.96_d0.99_s4_T8,8,1,"128",128,0.1,0.96,0.99,4,60,9.6,96.60,95.18,runs/grid_20250929-142217/models/m135_L1_U128_B128_lr0.1_m0.96_d0.99_s4_T8.bin,runs/grid_20250929-142217/logs/m135_L1_U128_B128_lr0.1_m0.96_d0.99_s4_T8.train.log
m136_L1_U128_B128_lr0.125_m0.0_d0.9_s4_T8,8,1,"128",128,0.125,0.0,0.9,4,60,10.6,94.60,92.60,runs/grid_20250929-142217/models/m136_L1_U128_B128_lr0.125_m0.0_d0.9_s4_T8.bin,runs/grid_20250929-142217/logs/m136_L1_U128_B128_lr0.125_m0.0_d0.9_s4_T8.train.log
m137_L1_U128_B128_lr0.125_m0.0_d0.95_s4_T8,8,1,"128",128,0.125,0.0,0.95,4,60,21.7,95.70,93.92,runs/grid_20250929-142217/models/m137_L1_U128_B128_lr0.125_m0.0_d0.95_s4_T8.bin,runs/grid_20250929-142217/logs/m137_L1_U128_B128_lr0.125_m0.0_d0.95_s4_T8.train.log
m138_L1_U128_B128_lr0.125_m0.0_d0.99_s4_T8,8,1,"128",128,0.125,0.0,0.99,4,60,21.0,95.70,93.84,runs/grid_20250929-142217/models/m138_L1_U128_B128_lr0.125_m0.0_d0.99_s4_T8.bin,runs/grid_20250929-142217/logs/m138_L1_U128_B128_lr0.125_m0.0_d0.99_s4_T8.train.log
m139_L1_U128_B128_lr0.125_m0.9_d0.9_s4_T8,8,1,"128",128,0.125,0.9,0.9,4,60,9.1,96.90,95.41,runs/grid_20250929-142217/models/m139_L1_U128_B128_lr0.125_m0.9_d0.9_s4_T8.bin,runs/grid_20250929-142217/logs/m139_L1_U128_B128_lr0.125_m0.9_d0.9_s4_T8.train.log
m140_L1_U128_B128_lr0.125_m0.9_d0.95_s4_T8,8,1,"128",128,0.125,0.9,0.95,4,60,9.1,96.80,95.36,runs/grid_20250929-142217/models/m140_L1_U128_B128_lr0.125_m0.9_d0.95_s4_T8.bin,runs/grid_20250929-142217/logs/m140_L1_U128_B128_lr0.125_m0.9_d0.95_s4_T8.train.log
m141_L1_U128_B128_lr0.125_m0.9_d0.99_s4_T8,8,1,"128",128,0.125,0.9,0.99,4,60,9.0,96.70,95.27,runs/grid_20250929-142217/models/m141_L1_U128_B128_lr0.125_m0.9_d0.99_s4_T8.bin,runs/grid_20250929-142217/logs/m141_L1_U128_B128_lr0.125_m0.9_d0.99_s4_T8.train.log
m142_L1_U128_B128_lr0.125_m0.92_d0.9_s4_T8,8,1,"128",128,0.125,0.92,0.9,4,60,9.4,97.00,95.48,runs/grid_20250929-142217/models/m142_L1_U128_B128_lr0.125_m0.92_d0.9_s4_T8.bin,runs/grid_20250929-142217/logs/m142_L1_U128_B128_lr0.125_m0.92_d0.9_s4_T8.train.log
m143_L1_U128_B128_lr0.125_m0.92_d0.95_s4_T8,8,1,"128",128,0.125,0.92,0.95,4,60,9.0,96.70,95.39,runs/grid_20250929-142217/models/m143_L1_U128_B128_lr0.125_m0.92_d0.95_s4_T8.bin,runs/grid_20250929-142217/logs/m143_L1_U128_B128_lr0.125_m0.92_d0.95_s4_T8.train.log
m144_L1_U128_B128_lr0.125_m0.92_d0.99_s4_T8,8,1,"128",128,0.125,0.92,0.99,4,60,9.7,96.80,95.41,runs/grid_20250929-142217/models/m144_L1_U128_B128_lr0.125_m0.92_d0.99_s4_T8.bin,runs/grid_20250929-142217/logs/m144_L1_U128_B128_lr0.125_m0.92_d0.99_s4_T8.train.log
m145_L1_U128_B128_lr0.125_m0.94_d0.9_s4_T8,8,1,"128",128,0.125,0.94,0.9,4,60,9.0,96.70,95.33,runs/grid_20250929-142217/models/m145_L1_U128_B128_lr0.125_m0.94_d0.9_s4_T8.bin,runs/grid_20250929-142217/logs/m145_L1_U128_B128_lr0.125_m0.94_d0.9_s4_T8.train.log
m146_L1_U128_B128_lr0.125_m0.94_d0.95_s4_T8,8,1,"128",128,0.125,0.94,0.95,4,60,9.0,96.60,95.36,runs/grid_20250929-142217/models/m146_L1_U128_B128_lr0.125_m0.94_d0.95_s4_T8.bin,runs/grid_20250929-142217/logs/m146_L1_U128_B128_lr0.125_m0.94_d0.95_s4_T8.train.log
m147_L1_U128_B128_lr0.125_m0.94_d0.99_s4_T8,8,1,"128",128,0.125,0.94,0.99,4,60,9.4,96.60,95.41,runs/grid_20250929-142217/models/m147_L1_U128_B128_lr0.125_m0.94_d0.99_s4_T8.bin,runs/grid_20250929-142217/logs/m147_L1_U128_B128_lr0.125_m0.94_d0.99_s4_T8.train.log
m148_L1_U128_B128_lr0.125_m0.96_d0.9_s4_T8,8,1,"128",128,0.125,0.96,0.9,4,60,14.8,96.80,95.60,runs/grid_20250929-142217/models/m148_L1_U128_B128_lr0.125_m0.96_d0.9_s4_T8.bin,runs/grid_20250929-142217/logs/m148_L1_U128_B128_lr0.125_m0.96_d0.9_s4_T8.train.log
m149_L1_U128_B128_lr0.125_m0.96_d0.95_s4_T8,8,1,"128",128,0.125,0.96,0.95,4,60,9.0,96.50,94.71,runs/grid_20250929-142217/models/m149_L1_U128_B128_lr0.125_m0.96_d0.95_s4_T8.bin,runs/grid_20250929-142217/logs/m149_L1_U128_B128_lr0.125_m0.96_d0.95_s4_T8.train.log
m150_L1_U128_B128_lr0.125_m0.96_d0.99_s4_T8,8,1,"128",128,0.125,0.96,0.99,4,60,16.0,96.60,95.89,runs/grid_20250929-142217/models/m150_L1_U128_B128_lr0.125_m0.96_d0.99_s4_T8.bin,runs/grid_20250929-142217/logs/m150_L1_U128_B128_lr0.125_m0.96_d0.99_s4_T8.train.log
m151_L1_U256_B128_lr0.025_m0.0_d0.9_s4_T8,8,1,"256",128,0.025,0.0,0.9,4,60,26.7,92.80,90.75,runs/grid_20250929-142217/models/m151_L1_U256_B128_lr0.025_m0.0_d0.9_s4_T8.bin,runs/grid_20250929-142217/logs/m151_L1_U256_B128_lr0.025_m0.0_d0.9_s4_T8.train.log
m152_L1_U256_B128_lr0.025_m0.0_d0.95_s4_T8,8,1,"256",128,0.025,0.0,0.95,4,60,28.2,92.70,90.89,runs/grid_20250929-142217/models/m152_L1_U256_B128_lr0.025_m0.0_d0.95_s4_T8.bin,runs/grid_20250929-142217/logs/m152_L1_U256_B128_lr0.025_m0.0_d0.95_s4_T8.train.log
m153_L1_U256_B128_lr0.025_m0.0_d0.99_s4_T8,8,1,"256",128,0.025,0.0,0.99,4,60,28.0,92.70,90.93,runs/grid_20250929-142217/models/m153_L1_U256_B128_lr0.025_m0.0_d0.99_s4_T8.bin,runs/grid_20250929-142217/logs/m153_L1_U256_B128_lr0.025_m0.0_d0.99_s4_T8.train.log
m154_L1_U256_B128_lr0.025_m0.9_d0.9_s4_T8,8,1,"256",128,0.025,0.9,0.9,4,60,47.9,95.80,94.76,runs/grid_20250929-142217/models/m154_L1_U256_B128_lr0.025_m0.9_d0.9_s4_T8.bin,runs/grid_20250929-142217/logs/m154_L1_U256_B128_lr0.025_m0.9_d0.9_s4_T8.train.log
m155_L1_U256_B128_lr0.025_m0.9_d0.95_s4_T8,8,1,"256",128,0.025,0.9,0.95,4,60,38.1,95.90,94.70,runs/grid_20250929-142217/models/m155_L1_U256_B128_lr0.025_m0.9_d0.95_s4_T8.bin,runs/grid_20250929-142217/logs/m155_L1_U256_B128_lr0.025_m0.9_d0.95_s4_T8.train.log
